year,month,plot,treatment,resourcetreatment,anttreatment
1988,3,3,exclosure,NA,all_ants
1988,3,4,control,NA,all_ants
1988,3,5,removal,NA,none
1988,3,6,exclosure,NA,none
1988,3,7,removal,NA,none
1988,3,8,control,NA,all_ants
1988,3,9,spectabs,NA,none
1988,3,10,removal,NA,all_ants
1988,3,11,control,NA,none
1988,3,12,control,NA,all_ants
1988,3,13,exclosure,NA,all_ants
1988,3,14,control,NA,none
1988,3,15,exclosure,NA,none
1988,3,16,removal,NA,none
1988,3,17,control,NA,all_ants
1988,3,18,exclosure,NA,none
1988,3,19,exclosure,NA,all_ants
1988,3,20,exclosure,NA,all_ants
1988,3,21,exclosure,NA,none
1988,3,22,control,NA,none
1988,3,23,removal,NA,all_ants
1988,3,24,removal,NA,none
1988,4,1,spectabs,NA,none
1988,4,2,control,NA,none
1988,4,3,exclosure,NA,all_ants
1988,4,4,control,NA,all_ants
1988,4,5,removal,NA,none
1988,4,6,exclosure,NA,none
1988,4,7,removal,NA,none
1988,4,8,control,NA,all_ants
1988,4,9,spectabs,NA,none
1988,4,10,removal,NA,all_ants
1988,4,11,control,NA,none
1988,4,12,control,NA,all_ants
1988,4,13,exclosure,NA,all_ants
1988,4,14,control,NA,none
1988,4,15,exclosure,NA,none
1988,4,16,removal,NA,none
1988,4,17,control,NA,all_ants
1988,4,18,exclosure,NA,none
1988,4,19,exclosure,NA,all_ants
1988,4,20,exclosure,NA,all_ants
1988,4,21,exclosure,NA,none
1988,4,22,control,NA,none
1988,4,23,removal,NA,all_ants
1988,4,24,removal,NA,none
1988,5,1,spectabs,NA,none
1988,5,2,control,NA,none
1988,5,3,exclosure,NA,all_ants
1988,5,4,control,NA,all_ants
1988,5,5,removal,NA,none
1988,5,6,exclosure,NA,none
1988,5,7,removal,NA,none
1988,5,8,control,NA,all_ants
1988,5,9,spectabs,NA,none
1988,5,10,removal,NA,all_ants
1988,5,11,control,NA,none
1988,5,12,control,NA,all_ants
1988,5,13,exclosure,NA,all_ants
1988,5,14,control,NA,none
1988,5,15,exclosure,NA,none
1988,5,16,removal,NA,none
1988,5,17,control,NA,all_ants
1988,5,18,exclosure,NA,none
1988,5,19,exclosure,NA,all_ants
1988,5,20,exclosure,NA,all_ants
1988,5,21,exclosure,NA,none
1988,5,22,control,NA,none
1988,5,23,removal,NA,all_ants
1988,5,24,removal,NA,none
1988,6,1,spectabs,NA,none
1988,6,2,control,NA,none
1988,6,3,exclosure,NA,all_ants
1988,6,4,control,NA,all_ants
1988,6,5,removal,NA,none
1988,6,6,exclosure,NA,none
1988,6,7,removal,NA,none
1988,6,8,control,NA,all_ants
1988,6,9,spectabs,NA,none
1988,6,10,removal,NA,all_ants
1988,6,11,control,NA,none
1988,6,12,control,NA,all_ants
1988,6,13,exclosure,NA,all_ants
1988,6,14,control,NA,none
1988,6,15,exclosure,NA,none
1988,6,16,removal,NA,none
1988,6,17,control,NA,all_ants
1988,6,18,exclosure,NA,none
1988,6,19,exclosure,NA,all_ants
1988,6,20,exclosure,NA,all_ants
1988,6,21,exclosure,NA,none
1988,6,22,control,NA,none
1988,6,23,removal,NA,all_ants
1988,6,24,removal,NA,none
1988,7,1,spectabs,NA,none
1988,7,2,control,NA,none
1988,7,3,exclosure,NA,all_ants
1988,7,4,control,NA,all_ants
1988,7,5,removal,NA,none
1988,7,6,exclosure,NA,none
1988,7,7,removal,NA,none
1988,7,8,control,NA,all_ants
1988,7,9,spectabs,NA,none
1988,7,10,removal,NA,all_ants
1988,7,11,control,NA,none
1988,7,12,control,NA,all_ants
1988,7,13,exclosure,NA,all_ants
1988,7,14,control,NA,none
1988,7,15,exclosure,NA,none
1988,7,16,removal,NA,none
1988,7,17,control,NA,all_ants
1988,7,18,exclosure,NA,none
1988,7,19,exclosure,NA,all_ants
1988,7,20,exclosure,NA,all_ants
1988,7,21,exclosure,NA,none
1988,7,22,control,NA,none
1988,7,23,removal,NA,all_ants
1988,7,24,removal,NA,none
1988,8,1,spectabs,NA,none
1988,8,2,control,NA,none
1988,8,3,exclosure,NA,all_ants
1988,8,4,control,NA,all_ants
1988,8,5,removal,NA,none
1988,8,6,exclosure,NA,none
1988,8,7,removal,NA,none
1988,8,8,control,NA,all_ants
1988,8,9,spectabs,NA,none
1988,8,10,removal,NA,all_ants
1988,8,11,control,NA,none
1988,8,12,control,NA,all_ants
1988,8,13,exclosure,NA,all_ants
1988,8,14,control,NA,none
1988,8,15,exclosure,NA,none
1988,8,16,removal,NA,none
1988,8,17,control,NA,all_ants
1988,8,18,exclosure,NA,none
1988,8,19,exclosure,NA,all_ants
1988,8,20,exclosure,NA,all_ants
1988,8,21,exclosure,NA,none
1988,8,22,control,NA,none
1988,8,23,removal,NA,all_ants
1988,8,24,removal,NA,none
1988,9,1,spectabs,NA,none
1988,9,2,control,NA,none
1988,9,3,exclosure,NA,all_ants
1988,9,4,control,NA,all_ants
1988,9,5,removal,NA,none
1988,9,6,exclosure,NA,none
1988,9,7,removal,NA,none
1988,9,8,control,NA,all_ants
1988,9,9,spectabs,NA,none
1988,9,10,removal,NA,all_ants
1988,9,11,control,NA,none
1988,9,12,control,NA,all_ants
1988,9,13,exclosure,NA,all_ants
1988,9,14,control,NA,none
1988,9,15,exclosure,NA,none
1988,9,16,removal,NA,none
1988,9,17,control,NA,all_ants
1988,9,18,exclosure,NA,none
1988,9,19,exclosure,NA,all_ants
1988,9,20,exclosure,NA,all_ants
1988,9,21,exclosure,NA,none
1988,9,22,control,NA,none
1988,9,23,removal,NA,all_ants
1988,9,24,removal,NA,none
1988,10,1,spectabs,NA,none
1988,10,2,control,NA,none
1988,10,3,exclosure,NA,all_ants
1988,10,4,control,NA,all_ants
1988,10,5,removal,NA,none
1988,10,6,exclosure,NA,none
1988,10,7,removal,NA,none
1988,10,8,control,NA,all_ants
1988,10,9,spectabs,NA,none
1988,10,10,removal,NA,all_ants
1988,10,11,control,NA,none
1988,10,12,control,NA,all_ants
1988,10,13,exclosure,NA,all_ants
1988,10,14,control,NA,none
1988,10,15,exclosure,NA,none
1988,10,16,removal,NA,none
1988,10,17,control,NA,all_ants
1988,10,18,exclosure,NA,none
1988,10,19,exclosure,NA,all_ants
1988,10,20,exclosure,NA,all_ants
1988,10,21,exclosure,NA,none
1988,10,22,control,NA,none
1988,10,23,removal,NA,all_ants
1988,10,24,removal,NA,none
1988,11,1,spectabs,NA,none
1988,11,2,control,NA,none
1988,11,3,exclosure,NA,all_ants
1988,11,4,control,NA,all_ants
1988,11,5,removal,NA,none
1988,11,6,exclosure,NA,none
1988,11,7,removal,NA,none
1988,11,8,control,NA,all_ants
1988,11,9,spectabs,NA,none
1988,11,10,removal,NA,all_ants
1988,11,11,control,NA,none
1988,11,12,control,NA,all_ants
1988,11,13,exclosure,NA,all_ants
1988,11,14,control,NA,none
1988,11,15,exclosure,NA,none
1988,11,16,removal,NA,none
1988,11,17,control,NA,all_ants
1988,11,18,exclosure,NA,none
1988,11,19,exclosure,NA,all_ants
1988,11,20,exclosure,NA,all_ants
1988,11,21,exclosure,NA,none
1988,11,22,control,NA,none
1988,11,23,removal,NA,all_ants
1988,11,24,removal,NA,none
1988,12,1,spectabs,NA,none
1988,12,2,control,NA,none
1988,12,3,exclosure,NA,all_ants
1988,12,4,control,NA,all_ants
1988,12,5,removal,NA,none
1988,12,6,exclosure,NA,none
1988,12,7,removal,NA,none
1988,12,8,control,NA,all_ants
1988,12,9,spectabs,NA,none
1988,12,10,removal,NA,all_ants
1988,12,11,control,NA,none
1988,12,12,control,NA,all_ants
1988,12,13,exclosure,NA,all_ants
1988,12,14,control,NA,none
1988,12,15,exclosure,NA,none
1988,12,16,removal,NA,none
1988,12,17,control,NA,all_ants
1988,12,18,exclosure,NA,none
1988,12,19,exclosure,NA,all_ants
1988,12,20,exclosure,NA,all_ants
1988,12,21,exclosure,NA,none
1988,12,22,control,NA,none
1988,12,23,removal,NA,all_ants
1988,12,24,removal,NA,none
1989,1,1,spectabs,NA,none
1989,1,2,control,NA,none
1989,1,3,exclosure,NA,all_ants
1989,1,4,control,NA,all_ants
1989,1,5,removal,NA,none
1989,1,6,exclosure,NA,none
1989,1,7,removal,NA,none
1989,1,8,control,NA,all_ants
1989,1,9,spectabs,NA,none
1989,1,10,removal,NA,all_ants
1989,1,11,control,NA,none
1989,1,12,control,NA,all_ants
1989,1,13,exclosure,NA,all_ants
1989,1,14,control,NA,none
1989,1,15,exclosure,NA,none
1989,1,16,removal,NA,none
1989,1,17,control,NA,all_ants
1989,1,18,exclosure,NA,none
1989,1,19,exclosure,NA,all_ants
1989,1,20,exclosure,NA,all_ants
1989,1,21,exclosure,NA,none
1989,1,22,control,NA,none
1989,1,23,removal,NA,all_ants
1989,1,24,removal,NA,none
1989,2,1,spectabs,NA,none
1989,2,2,control,NA,none
1989,2,3,exclosure,NA,all_ants
1989,2,4,control,NA,all_ants
1989,2,5,removal,NA,none
1989,2,6,exclosure,NA,none
1989,2,7,removal,NA,none
1989,2,8,control,NA,all_ants
1989,2,9,spectabs,NA,none
1989,2,10,removal,NA,all_ants
1989,2,11,control,NA,none
1989,2,12,control,NA,all_ants
1989,2,13,exclosure,NA,all_ants
1989,2,14,control,NA,none
1989,2,15,exclosure,NA,none
1989,2,16,removal,NA,none
1989,2,17,control,NA,all_ants
1989,2,18,exclosure,NA,none
1989,2,19,exclosure,NA,all_ants
1989,2,20,exclosure,NA,all_ants
1989,2,21,exclosure,NA,none
1989,2,22,control,NA,none
1989,2,23,removal,NA,all_ants
1989,2,24,removal,NA,none
1989,3,1,spectabs,NA,none
1989,3,2,control,NA,none
1989,3,3,exclosure,NA,all_ants
1989,3,4,control,NA,all_ants
1989,3,5,removal,NA,none
1989,3,6,exclosure,NA,none
1989,3,7,removal,NA,none
1989,3,8,control,NA,all_ants
1989,3,9,spectabs,NA,none
1989,3,10,removal,NA,all_ants
1989,3,11,control,NA,none
1989,3,12,control,NA,all_ants
1989,3,13,exclosure,NA,all_ants
1989,3,14,control,NA,none
1989,3,15,exclosure,NA,none
1989,3,16,removal,NA,none
1989,3,17,control,NA,all_ants
1989,3,18,exclosure,NA,none
1989,3,19,exclosure,NA,all_ants
1989,3,20,exclosure,NA,all_ants
1989,3,21,exclosure,NA,none
1989,3,22,control,NA,none
1989,3,23,removal,NA,all_ants
1989,3,24,removal,NA,none
1989,4,1,spectabs,NA,none
1989,4,2,control,NA,none
1989,4,3,exclosure,NA,all_ants
1989,4,4,control,NA,all_ants
1989,4,5,removal,NA,none
1989,4,6,exclosure,NA,none
1989,4,7,removal,NA,none
1989,4,8,control,NA,all_ants
1989,4,9,spectabs,NA,none
1989,4,10,removal,NA,all_ants
1989,4,11,control,NA,none
1989,4,12,control,NA,all_ants
1989,4,13,exclosure,NA,all_ants
1989,4,14,control,NA,none
1989,4,15,exclosure,NA,none
1989,4,16,removal,NA,none
1989,4,17,control,NA,all_ants
1989,4,18,exclosure,NA,none
1989,4,19,exclosure,NA,all_ants
1989,4,20,exclosure,NA,all_ants
1989,4,21,exclosure,NA,none
1989,4,22,control,NA,none
1989,4,23,removal,NA,all_ants
1989,4,24,removal,NA,none
1989,5,1,spectabs,NA,none
1989,5,2,control,NA,none
1989,5,3,exclosure,NA,all_ants
1989,5,4,control,NA,all_ants
1989,5,5,removal,NA,none
1989,5,6,exclosure,NA,none
1989,5,7,removal,NA,none
1989,5,8,control,NA,all_ants
1989,5,9,spectabs,NA,none
1989,5,10,removal,NA,all_ants
1989,5,11,control,NA,none
1989,5,12,control,NA,all_ants
1989,5,13,exclosure,NA,all_ants
1989,5,14,control,NA,none
1989,5,15,exclosure,NA,none
1989,5,16,removal,NA,none
1989,5,17,control,NA,all_ants
1989,5,18,exclosure,NA,none
1989,5,19,exclosure,NA,all_ants
1989,5,20,exclosure,NA,all_ants
1989,5,21,exclosure,NA,none
1989,5,22,control,NA,none
1989,5,23,removal,NA,all_ants
1989,5,24,removal,NA,none
1989,6,1,spectabs,NA,none
1989,6,2,control,NA,none
1989,6,3,exclosure,NA,all_ants
1989,6,4,control,NA,all_ants
1989,6,5,removal,NA,none
1989,6,6,exclosure,NA,none
1989,6,7,removal,NA,none
1989,6,8,control,NA,all_ants
1989,6,9,spectabs,NA,none
1989,6,10,removal,NA,all_ants
1989,6,11,control,NA,none
1989,6,12,control,NA,all_ants
1989,6,13,exclosure,NA,all_ants
1989,6,14,control,NA,none
1989,6,15,exclosure,NA,none
1989,6,16,removal,NA,none
1989,6,17,control,NA,all_ants
1989,6,18,exclosure,NA,none
1989,6,19,exclosure,NA,all_ants
1989,6,20,exclosure,NA,all_ants
1989,6,21,exclosure,NA,none
1989,6,22,control,NA,none
1989,6,23,removal,NA,all_ants
1989,6,24,removal,NA,none
1989,7,1,spectabs,NA,none
1989,7,2,control,NA,none
1989,7,3,exclosure,NA,all_ants
1989,7,4,control,NA,all_ants
1989,7,5,removal,NA,none
1989,7,6,exclosure,NA,none
1989,7,7,removal,NA,none
1989,7,8,control,NA,all_ants
1989,7,9,spectabs,NA,none
1989,7,10,removal,NA,all_ants
1989,7,11,control,NA,none
1989,7,12,control,NA,all_ants
1989,7,13,exclosure,NA,all_ants
1989,7,14,control,NA,none
1989,7,15,exclosure,NA,none
1989,7,16,removal,NA,none
1989,7,17,control,NA,all_ants
1989,7,18,exclosure,NA,none
1989,7,19,exclosure,NA,all_ants
1989,7,20,exclosure,NA,all_ants
1989,7,21,exclosure,NA,none
1989,7,22,control,NA,none
1989,7,23,removal,NA,all_ants
1989,7,24,removal,NA,none
1989,8,1,spectabs,NA,none
1989,8,2,control,NA,none
1989,8,3,exclosure,NA,all_ants
1989,8,4,control,NA,all_ants
1989,8,5,removal,NA,none
1989,8,6,exclosure,NA,none
1989,8,7,removal,NA,none
1989,8,8,control,NA,all_ants
1989,8,9,spectabs,NA,none
1989,8,10,removal,NA,all_ants
1989,8,11,control,NA,none
1989,8,12,control,NA,all_ants
1989,8,13,exclosure,NA,all_ants
1989,8,14,control,NA,none
1989,8,15,exclosure,NA,none
1989,8,16,removal,NA,none
1989,8,17,control,NA,all_ants
1989,8,18,exclosure,NA,none
1989,8,19,exclosure,NA,all_ants
1989,8,20,exclosure,NA,all_ants
1989,8,21,exclosure,NA,none
1989,8,22,control,NA,none
1989,8,23,removal,NA,all_ants
1989,8,24,removal,NA,none
1989,9,1,spectabs,NA,none
1989,9,2,control,NA,none
1989,9,3,exclosure,NA,all_ants
1989,9,4,control,NA,all_ants
1989,9,5,removal,NA,none
1989,9,6,exclosure,NA,none
1989,9,7,removal,NA,none
1989,9,8,control,NA,all_ants
1989,9,9,spectabs,NA,none
1989,9,10,removal,NA,all_ants
1989,9,11,control,NA,none
1989,9,12,control,NA,all_ants
1989,9,13,exclosure,NA,all_ants
1989,9,14,control,NA,none
1989,9,15,exclosure,NA,none
1989,9,16,removal,NA,none
1989,9,17,control,NA,all_ants
1989,9,18,exclosure,NA,none
1989,9,19,exclosure,NA,all_ants
1989,9,20,exclosure,NA,all_ants
1989,9,21,exclosure,NA,none
1989,9,22,control,NA,none
1989,9,23,removal,NA,all_ants
1989,9,24,removal,NA,none
1989,10,1,spectabs,NA,none
1989,10,2,control,NA,none
1989,10,3,exclosure,NA,all_ants
1989,10,4,control,NA,all_ants
1989,10,5,removal,NA,none
1989,10,6,exclosure,NA,none
1989,10,7,removal,NA,none
1989,10,8,control,NA,all_ants
1989,10,9,spectabs,NA,none
1989,10,10,removal,NA,all_ants
1989,10,11,control,NA,none
1989,10,12,control,NA,all_ants
1989,10,13,exclosure,NA,all_ants
1989,10,14,control,NA,none
1989,10,15,exclosure,NA,none
1989,10,16,removal,NA,none
1989,10,17,control,NA,all_ants
1989,10,18,exclosure,NA,none
1989,10,19,exclosure,NA,all_ants
1989,10,20,exclosure,NA,all_ants
1989,10,21,exclosure,NA,none
1989,10,22,control,NA,none
1989,10,23,removal,NA,all_ants
1989,10,24,removal,NA,none
1989,11,1,spectabs,NA,none
1989,11,2,control,NA,none
1989,11,3,exclosure,NA,all_ants
1989,11,4,control,NA,all_ants
1989,11,5,removal,NA,none
1989,11,6,exclosure,NA,none
1989,11,7,removal,NA,none
1989,11,8,control,NA,all_ants
1989,11,9,spectabs,NA,none
1989,11,10,removal,NA,all_ants
1989,11,11,control,NA,none
1989,11,12,control,NA,all_ants
1989,11,13,exclosure,NA,all_ants
1989,11,14,control,NA,none
1989,11,15,exclosure,NA,none
1989,11,16,removal,NA,none
1989,11,17,control,NA,all_ants
1989,11,18,exclosure,NA,none
1989,11,19,exclosure,NA,all_ants
1989,11,20,exclosure,NA,all_ants
1989,11,21,exclosure,NA,none
1989,11,22,control,NA,none
1989,11,23,removal,NA,all_ants
1989,11,24,removal,NA,none
1989,12,1,spectabs,NA,none
1989,12,2,control,NA,none
1989,12,3,exclosure,NA,all_ants
1989,12,4,control,NA,all_ants
1989,12,5,removal,NA,none
1989,12,6,exclosure,NA,none
1989,12,7,removal,NA,none
1989,12,8,control,NA,all_ants
1989,12,9,spectabs,NA,none
1989,12,10,removal,NA,all_ants
1989,12,11,control,NA,none
1989,12,12,control,NA,all_ants
1989,12,13,exclosure,NA,all_ants
1989,12,14,control,NA,none
1989,12,15,exclosure,NA,none
1989,12,16,removal,NA,none
1989,12,17,control,NA,all_ants
1989,12,18,exclosure,NA,none
1989,12,19,exclosure,NA,all_ants
1989,12,20,exclosure,NA,all_ants
1989,12,21,exclosure,NA,none
1989,12,22,control,NA,none
1989,12,23,removal,NA,all_ants
1989,12,24,removal,NA,none
1990,1,1,spectabs,NA,none
1990,1,2,control,NA,none
1990,1,3,exclosure,NA,all_ants
1990,1,4,control,NA,all_ants
1990,1,5,removal,NA,none
1990,1,6,exclosure,NA,none
1990,1,7,removal,NA,none
1990,1,8,control,NA,all_ants
1990,1,9,spectabs,NA,none
1990,1,10,removal,NA,all_ants
1990,1,11,control,NA,none
1990,1,12,control,NA,all_ants
1990,1,13,exclosure,NA,all_ants
1990,1,14,control,NA,none
1990,1,15,exclosure,NA,none
1990,1,16,removal,NA,none
1990,1,17,control,NA,all_ants
1990,1,18,exclosure,NA,none
1990,1,19,exclosure,NA,all_ants
1990,1,20,exclosure,NA,all_ants
1990,1,21,exclosure,NA,none
1990,1,22,control,NA,none
1990,1,23,removal,NA,all_ants
1990,1,24,removal,NA,none
1990,2,1,spectabs,NA,none
1990,2,2,control,NA,none
1990,2,3,exclosure,NA,all_ants
1990,2,4,control,NA,all_ants
1990,2,5,removal,NA,none
1990,2,6,exclosure,NA,none
1990,2,7,removal,NA,none
1990,2,8,control,NA,all_ants
1990,2,9,spectabs,NA,none
1990,2,10,removal,NA,all_ants
1990,2,11,control,NA,none
1990,2,12,control,NA,all_ants
1990,2,13,exclosure,NA,all_ants
1990,2,14,control,NA,none
1990,2,15,exclosure,NA,none
1990,2,16,removal,NA,none
1990,2,17,control,NA,all_ants
1990,2,18,exclosure,NA,none
1990,2,19,exclosure,NA,all_ants
1990,2,20,exclosure,NA,all_ants
1990,2,21,exclosure,NA,none
1990,2,22,control,NA,none
1990,2,23,removal,NA,all_ants
1990,2,24,removal,NA,none
1990,3,1,spectabs,NA,none
1990,3,2,control,NA,none
1990,3,3,exclosure,NA,all_ants
1990,3,4,control,NA,all_ants
1990,3,5,removal,NA,none
1990,3,6,exclosure,NA,none
1990,3,7,removal,NA,none
1990,3,8,control,NA,all_ants
1990,3,9,spectabs,NA,none
1990,3,10,removal,NA,all_ants
1990,3,11,control,NA,none
1990,3,12,control,NA,all_ants
1990,3,13,exclosure,NA,all_ants
1990,3,14,control,NA,none
1990,3,15,exclosure,NA,none
1990,3,16,removal,NA,none
1990,3,17,control,NA,all_ants
1990,3,18,exclosure,NA,none
1990,3,19,exclosure,NA,all_ants
1990,3,20,exclosure,NA,all_ants
1990,3,21,exclosure,NA,none
1990,3,22,control,NA,none
1990,3,23,removal,NA,all_ants
1990,3,24,removal,NA,none
1990,4,1,spectabs,NA,none
1990,4,2,control,NA,none
1990,4,3,exclosure,NA,all_ants
1990,4,4,control,NA,all_ants
1990,4,5,removal,NA,none
1990,4,6,exclosure,NA,none
1990,4,7,removal,NA,none
1990,4,8,control,NA,all_ants
1990,4,9,spectabs,NA,none
1990,4,10,removal,NA,all_ants
1990,4,11,control,NA,none
1990,4,12,control,NA,all_ants
1990,4,13,exclosure,NA,all_ants
1990,4,14,control,NA,none
1990,4,15,exclosure,NA,none
1990,4,16,removal,NA,none
1990,4,17,control,NA,all_ants
1990,4,18,exclosure,NA,none
1990,4,19,exclosure,NA,all_ants
1990,4,20,exclosure,NA,all_ants
1990,4,21,exclosure,NA,none
1990,4,22,control,NA,none
1990,4,23,removal,NA,all_ants
1990,4,24,removal,NA,none
1990,5,1,spectabs,NA,none
1990,5,2,control,NA,none
1990,5,3,exclosure,NA,all_ants
1990,5,4,control,NA,all_ants
1990,5,5,removal,NA,none
1990,5,6,exclosure,NA,none
1990,5,7,removal,NA,none
1990,5,8,control,NA,all_ants
1990,5,9,spectabs,NA,none
1990,5,10,removal,NA,all_ants
1990,5,11,control,NA,none
